n	subject	id	task	num	answer	flags	question_short
48	mln	56	all	56	C	domain_shell|vai_tro_stub|khop_dap_an	"Tư bản tài chính là kết quả của sự hợp nhất giữa tư bản ngân hàng của một số ít ngân hàng độc quyền lớn nhất, với tư bả
49	mln	57	all	57	C	khop_dap_an	Tăng năng suất lao động sẽ dẫn đến
50	mln	58	all	58	A	khop_dap_an	Khi đồng thời tăng năng suất lao động và cường độ lao động lên 2 lần thì ý nào dưới đây là đúng?
51	mln	60	all	60	A	domain_shell|vai_tro_stub|khop_dap_an	Quan điểm cho rằng lợi nhuận phần thu nhập thặng dư tính bằng hiệu quả giữa giá trị tổng doanh thu trừ đi tổng chi phí v
52	mln	61	all	61	B	domain_shell|vai_tro_stub|khop_dap_an	Kinh tế thị trường đã có mầm mống từ trong xã hội nào?
53	mln	62	all	62	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Điển vào chỗ trống: Theo Karl Marx, kinh tế chính trị học tư sản cổ điển Anh bắt đầu từ... và kết thúc ở...
54	mln	63	all	63	A	khop_dap_an	Thể chế được phân loại theo:
55	mln	66	all	66	B	khop_dap_an	Hoạt động nào của con người được coi là cơ bản nhất và là cơ sở của đời sống xã hội?
56	mln	67	all	67	D	khop_dap_an	Cách mạng công nghiệp lần thứ hai đã tạo ra những tiến bộ vượt bậc trong lĩnh vực nào?
57	mln	68	all	68	B	khop_dap_an	Khi nào xuất hiện hình thái tiền tệ?
58	mln	69	all	69	C	khop_dap_an	Hoàn thiện hệ thống luật pháp, cơ chế, chính sách cho hoạt động và phát triển lành mạnh của thị trường chứng khoán, tăng
59	mln	70	all	70	D	khop_dap_an	Những đặc điểm kinh tế cơ bản nhất của chủ nghĩa tư bản độc quyền bao gồm:
60	mln	71	all	71	AC	khop_dap_an	Phạm trù lợi nhuận chẳng qua chỉ là một hình thái thần bí hóa của giá trị thặng dư, nguyên nhân của việc này xuất phát t
61	mln	72	all	72	A	khop_dap_an	Các luận điểm dưới đây, luận điểm nào sai?
62	mln	73	all	73	A	khop_dap_an	Xây dựng nền kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam nhằm thực hiện mục tiêu gì?
63	mln	74	all	74	D	khop_dap_an	Hội nhập kinh tế quốc tế, mở rộng kinh tế đối ngoại nhằm:
64	mln	76	all	76	A	domain_shell|vai_tro_stub|khop_dap_an	Hệ thống lý luận kinh tế chính trị nào bước đầu nghiên cứu về nền sản xuất tư bản chủ nghĩa?
65	mln	77	all	77	A	domain_shell|vai_tro_stub|khop_dap_an	Hệ thống lý luận kinh tế chính trị đầu tiên nghiên cứu về sản xuất tư bản chủ nghĩa là
66	mln	78	all	78	C	khop_dap_an	Vì sao ta cần phải hoàn thiện thể chế kinh tế thị trường định hướng xã hội chủ nghĩa?
67	mln	79	all	79	A	khop_dap_an	Nguyên nhân nào đã dẫn đến sự sụp đổ của Liên Xô và hệ thống xã hội chủ nghĩa ở Đông Âu?
68	mln	80	all	80	A	khop_dap_an	Nguyên nhân nào quyết định nhất dẫn đến sự sụp đổ của Liên Xô và hệ thống XHCN ở Đông Âu?
69	mln	81	all	81	D	khop_dap_an	Quan điểm về hoàn thiện thể chế thị trường định hướng xã hội chủ nghĩa là
70	mln	83	all	83	C	khop_dap_an	Tính hai mặt của lao động sản xuất hàng hóa là
71	mln	84	all	84	C	khop_dap_an	Kinh tế chính trị cổ điển Anh được hình thành và phát triển trong thời kỳ nào?
72	mln	85	all	85	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Giá cả ruộng đất phụ thuộc các nhân tố nào?
73	mln	86	all	86	B	khop_dap_an	Độc quyền nhà nước xuất hiện trong chủ nghĩa tư bản là sự liên minh giữa nhà nước tư bản với
74	mln	87	all	87	C	domain_shell|vai_tro_stub|khop_dap_an	Ngoài giá trị thì giá cả của thị trưởng còn phụ thuộc vào
75	mln	89	all	89	A	khop_dap_an	Đâu là giới hạn phát triển của chủ nghĩa tư bản?
76	mln	90	all	90	A	khop_dap_an	Trong nền kinh tế thị trường định hướng xã hội chủ nghĩa, thành phần kinh tế mới nào xuất hiện ở nước ta?
77	mln	91	all	91	A	domain_shell|vai_tro_stub|khop_dap_an	Để sản xuất ra 1000 đối dép, công ty đầu tư 100000 USD cho nguyên liệu, vật liệu, 5000 USD cho hao mòn máy móc. Công ty 
78	mln	92	all	92	D	khop_dap_an	W = c + v + mc = 100000 + 5000 = 105000v = 5000 m = m'.v = 2 x 5000 = 10000W = 105000 + 5000 + 10000 = 120000 Nhận xét d
79	mln	93	all	93	AC	khop_dap_an	Mục đích hình thành độc quyền nhà nước trong chủ nghĩa tư bản đó là: (chọn nhiều phương án)
80	mln	95	all	95	A	khop_dap_an	Địa tô tuyệt đối được hiểu là
81	mln	96	all	96	A	domain_shell	Lý luận kinh tế chính trị của C. Mác và Ph. Ăngghen được cô đọng và tập trung trong tác phẩm nào?
82	mln	97	all	97	B	khop_dap_an	Cấu tạo giá trị của tư bản được hiểu là
83	mln	99	all	99	A	domain_shell|vai_tro_stub|khop_dap_an	Việt Nam trở thành thành viên chính thức của tổ chức thương mại kinh tế thế giới WTO khi nào?
84	mln	100	all	100	A	khop_dap_an	Kinh tế tri thức là
85	mln	101	all	101	A	khop_dap_an	Xu hướng hiện nay của các tổ chức độc quyền đó là:
86	mln	102	all	102	B	khop_dap_an	Tư bản tài chính có nguồn gốc từ đâu?
87	mln	103	all	103	A	khop_dap_an	Trong cơ cấu của độc quyền nhà nước trong chủ nghĩa tư bản, thì nhà nước đã trở thành.
88	mln	104	all	104	A	khop_dap_an	Phương pháp tạo ra giá trị thặng dư tuyệt đối là gì?
89	mln	105	all	105	C	khop_dap_an	Bóc lột giá trị thặng dư tương đối là hình thức.
90	mln	106	all	106	C	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub	Mô hình công nghiệp hóa của Nhật Bản và các nước công nghiệp mới diễn ra trong khoảng bao nhiêu năm?
91	mln	107	all	107	A	domain_shell|vai_tro_stub|khop_dap_an	Đảng và Nhà nước quyết định xây dựng nền kinh tế thị trường định hướng xã hội chủ nghĩa ở nước ta từ Đại hội nào?
92	mln	108	all	108	A	khop_dap_an	Giá cả độc quyền được hiểu là.
93	mln	109	all	109	A	domain_shell|vai_tro_stub	Ai là người đưa kinh tế chính trị trở thành môn khoa học có tính hệ thống với các phạm trù và khái niệm chuyên ngành?
94	mln	110	all	110	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Kinh tế chính trị cổ điển Anh được hình thành và phát triển từ cuối thế ký XVIII đến nửa đầu thế kỷ XIX, mở đầu bằng các
95	mln	111	all	111	A	domain_shell|vai_tro_stub|khop_dap_an	Tiền công trong chủ nghĩa tư bản có mấy hình thức?
96	mln	112	all	112	A	domain_shell|vai_tro_stub|khop_dap_an	Thuật ngữ "kinh tế chính trị" được sử dụng lần đầu tiên vào năm nào?
97	mln	113	all	113	A	khop_dap_an	Đại Hội X của Đảng chỉ rõ mục tiêu đầy mạnh công nghiệp hoá, hiện đại hoá cần
98	mln	114	all	114	A	domain_shell|vai_tro_stub|khop_dap_an	Người phát minh ra con thoi - một cải tiến của khung dệt và là một đóng góp quan trọng cho cách mạng cộng nghiệp lần thứ
99	mln	115	all	115	A	khop_dap_an	Xét về trình độ phát triển, kinh tế thị trường ở Việt Nam bao gồm nhiều cấp độ
100	mln	116	all	116	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Trong quá trình hội nhập kinh tế quốc tế, Việt Nam đã gia nhập những tổ chức nào sau đây ?
101	mln	117	all	117	A	domain_shell|vai_tro_stub|khop_dap_an	Công nghiệp hoá ở Anh (cuộc cách mạng công nghiệp lần thứ nhất) bắt nguồn từ ngành nào?
102	mln	118	all	118	B	domain_shell|vai_tro_stub|khop_dap_an	Mức độ bóc lột của nhà tư bản được tính bằng
103	mln	119	all	119	C	domain_shell|vai_tro_stub|khop_dap_an	Hình thức độc quyền dưới dạng Cartel được phổ biến ở Châu âu vào thời gian nào?
104	mln	120	all	120	A	khop_dap_an	Điểm khác biệt giữa dịch vụ và hàng hóa thông thường đó là?
105	mln	121	all	121	A	khop_dap_an	Lượng giá trị của đơn vị hàng hoá thay đổi:
106	mln	122	all	122	A	domain_shell|vai_tro_stub|khop_dap_an	Trong chủ nghĩa tư bản ngày nay, các trùm tài chính thống trị nền kinh tế thông qua
107	mln	123	all	123	D	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub	"Khoa học và công nghệ sẽ có bước tiến nhảy vọt. Kinh tế tri thức có vai trò ngày càng nổi bật trong quá trình phát triể
108	mln	124	all	124	A	khop_dap_an	(Đảng Cộng sản Việt Nam, Văn kiện Đại hội đại biểu toàn quốc lần thứ IX, NXB CTQG, H., 2001, tr 64 - 65) Độc quyền được 
109	mln	125	all	125	B	khop_dap_an	Quan điểm cho rằng, xã hội loài người phát triển dựa theo những quy luật tự nhiên thuộc về:
110	mln	126	all	126	B	khop_dap_an	Chọn phương án sai: Lý do Việt Nam hoàn thiện thể chế kinh tế thị trường định hướng XHCN:
111	mln	127	all	127	C	khop_dap_an	Chọn câu sai khi nói về kinh tế thị trường.
112	mln	128	all	128	D	domain_shell|vai_tro_stub|khop_dap_an	Đảng ta khẳng định: "Nền kinh tế thị trường định hướng xã hội chủ nghĩa ở nước ta là nền kinh tế nhiều thành phần, vận h
113	mln	129	all	129	A	khop_dap_an	Tích lũy tư bản dẫn đến
114	mln	130	all	130	B	khop_dap_an	Đến nay thế giới trải qua bao nhiều cuộc cách mạng công nghiệp?
115	mln	131	all	131	BDE	domain_shell|vai_tro_stub|khop_dap_an	Những yếu tố cốt lõi của kỹ thuật số trong cách mạng công nghiệp lần thứ 4 là: (chọn 3 phương án)
116	mln	132	all	132	D	domain_shell|vai_tro_stub|khop_dap_an	Cách mạng công nghiệp lần thứ 3 còn được gọi là:
117	mln	135	all	135	D	domain_shell|vai_tro_stub	Đâu KHÔNG phải là chức năng chính của kinh tế chính trị Mác - Lênin?
118	mln	136	all	136	D	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Chức năng khoa học
119	mln	137	all	137	C	khop_dap_an	Việc đẩy mạnh ứng dụng khoa học - công nghệ ở nước ta hiện nay phải gắn liền với yếu tố nào sau đây
120	mln	138	all	138	B	khop_dap_an	Chức năng tiền tệ là
121	mln	139	all	139	D	domain_shell|vai_tro_stub	Ai là người được Mác coi là sáng lập ra kinh tế chính trị tư sản cổ điển?
122	mln	140	all	140	A	domain_shell|vai_tro_stub|khop_dap_an	Nền kinh tế hàng hoá có thể hình thành và phát triển khi có các điều kiện nào?
123	mln	141	all	141	A	domain_shell|vai_tro_stub	Theo C. Mác, hàng hoá là sản phẩm lao động được sản xuất ra nhằm mục đích gì?
124	mln	143	all	143	A	khop_dap_an	Để tiền biến thành tư bản cần?
125	mln	145	all	145	A	domain_shell|vai_tro_stub|khop_dap_an	Mỗi cuộc cách mạng công nghiệp xuất hiện đều có sự phát triển nhảy vọt về:
126	mln	146	all	146	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Đại hội nào của Đảng Cộng sản Việt Nam đề cập đến sự cần thiết đổi mới cơ chế quản lý kinh tế
127	mln	147	all	147	C	khop_dap_an	Trong nền sản xuất hàng hóa, lạm phát là hiện tượng kinh tế tác động trực tiếp đến
128	mln	148	all	148	C	domain_shell|khop_dap_an	Theo quan điểm của kinh tế chính trị, trong tư liệu lao động bộ phận nào quyết định đến năng suất lao động
129	mln	150	all	150	B	khop_dap_an	Cạnh tranh kinh tế được hiểu là
130	mln	152	all	152	B	domain_shell|vai_tro_stub	Quan hệ về tỷ lượng trong trao đổi giữa các hàng hóa với nhau do cái gì quy định?
131	mln	153	all	153	A	domain_shell|vai_tro_stub|khop_dap_an	Cách mạng công nghiệp lần thứ tư được đề cập lần đầu tiên tại ở đâu và năm nào?
132	mln	154	all	154	A	domain_shell|vai_tro_stub|khop_dap_an	Công nghiệp hóa ở nước Anh bắt nguồn từ ngành nào?
133	mln	155	all	155	A	khop_dap_an	Phương hướng cơ bản, lâu dài để tăng sản phẩm xã hội là
134	mln	156	all	156	B	khop_dap_an	Đâu là các nhân tố thúc đẩy sự tăng trưởng kinh tế?
135	mln	157	all	157	B	khop_dap_an	Ở Việt Nam cũng như trên thế giới sử dụng thuật ngũ "cách mạng công nghiệp lần thứ tư" với hàm ý gì?
136	mln	158	all	158	A	domain_shell|vai_tro_stub|khop_dap_an	Cách mạng công nghiệp lần thứ nhất khởi phát ở quốc gia nào?
137	mln	159	all	159	A	domain_shell|vai_tro_stub|khop_dap_an	Cách mạng công nghiệp lần thứ hai khởi phát ở quốc gia nào?
138	mln	160	all	160	B	domain_shell|vai_tro_stub|khop_dap_an	Mô hình công nghiệp hóa kiểu Liên Xô được bắt đầu trong thời gian nào?
139	mln	161	all	161	C	khop_dap_an	Chọn câu sai khi nói về đặc điểm của kinh tế thị trường.
140	mln	163	all	163	B	khop_dap_an	Chọn câu sai: Khuyết tật của kinh tế thị trường là
141	mln	164	all	164	A	domain_shell|vai_tro_stub|khop_dap_an	Cấu tạo hữu cơ của tư bản được kí hiệu là
142	mln	165	all	165	A	khop_dap_an	Yếu tố quyết định đến giá cả hàng hoá là
143	mln	166	all	166	A	khop_dap_an	Trên giác độ kinh tế chính trị, mục tiêu cuối cùng của xuất khẩu tư bản là:
144	mln	167	all	167	A	domain_shell|vai_tro_stub|khop_dap_an	Tốc độ chu chuyển tư bản được tính bằng công thức:
145	mln	169	all	169	A	khop_dap_an	Một trong những tác động tích cực của độc quyền đối với nền kinh tế đó là
146	mln	171	all	171	C	domain_shell|vai_tro_stub|khop_dap_an	Cạnh tranh trong chủ nghĩa tư bản dẫn đến
147	mln	172	all	172	A	khop_dap_an	Trong cơ chế của độc quyền nhà nước trong chủ nghĩa tư bản thì
148	mln	174	all	174	B	domain_shell|vai_tro_stub	Mối quan hệ giữa quy luật kinh tế và chính sách kinh tế là
149	mln	175	all	175	C	khop_dap_an	Chủ nghĩa tư bản ra đời khi
150	mln	176	all	176	A	khop_dap_an	Khi nào sức lao động trở thành hàng hoá một cách phổ biến?
151	mln	177	all	177	A	khop_dap_an	Phân chia theo tiêu chỉ cấu trúc của các tổ chức tham gia xã hội, thể chế được chia thành.
152	mln	178	all	178	A	khop_dap_an	Công cụ quản lý vĩ mô của nhà nước trong nền kinh tế thị trường định hướng xã hội chủ nghĩa là?
153	mln	179	all	179	D	khop_dap_an	Xuất khẩu tư bản được coi là đặc điểm của
154	mln	180	all	180	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Tiền tệ có mấy chức năng?
155	mln	181	all	181	A	khop_dap_an	Thể chế được hiểu là
156	mln	182	all	182	B	domain_shell|vai_tro_stub	Trong tuần hoàn tư bản, giai đoạn đầu tiên - giai đoạn lưu thông tư bản tồn tại dưới hình thái gì?
157	mln	183	all	183	C	domain_shell|vai_tro_stub	Trong tuần hoàn tư bản, giai đoạn thứ hai - giai đoạn lưu thông tư bản tồn tại dưới hình thái gì?
158	mln	184	all	184	A	domain_shell|vai_tro_stub	Trong tuần hoàn tư bản, giai đoạn thứ ba - giai đoạn lưu thông tư bản tồn tại dưới hình thái gì?
159	mln	185	all	185	A	khop_dap_an	Dựa vào căn cứ nào để chia tư bản ra thành tư bản cố định và tư bản lưu động?
160	mln	187	all	187	D	khop_dap_an	Cách mạng công nghiệp lần thứ ba diễn ra trong thời gian nào?
161	mln	188	all	188	B	khop_dap_an	Những nhân tố nào ảnh hưởng đến quy mô của tích lũy tư bản?
162	mln	189	all	189	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Đảng Cộng sản Việt Nam luôn nhấn mạnh tầm quan trọng của việc xây dựng nền kinh tế.
163	mln	190	all	190	A	khop_dap_an	Tiền tệ ra đời là do nhu cầu.
164	mln	191	all	191	B	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Liên kết các doanh nghiệp theo cùng một ngành là theo hình thức:
165	mln	192	all	192	D	khop_dap_an	Nguồn gốc của giá trị thặng dư từ đầu mà có?
166	mln	193	all	193	A	khop_dap_an	Xuất khẩu hàng hoá là gì?
167	mln	194	all	194	C	khop_dap_an	Xuất khẩu hàng hóa là một trong những đặc điểm của:
168	mln	195	all	195	B	domain_shell|khop_dap_an	Nguồn gốc của tích lũy tư bản là
169	mln	197	all	197	D	khop_dap_an	Nguồn gốc chính của lợi nhuận độc quyền cao xuất phát từ đâu?
170	mln	198	all	198	B	domain_shell|vai_tro_stub|khop_dap_an	Công thức chung của tư bản là:
171	mln	199	all	199	D	khop_dap_an	Lượng tỷ suất lợi nhuận là
172	mln	200	all	200	C	khop_dap_an	Sự phát triển các hình thái giá trị bao gồm:
173	mln	201	all	201	A	khop_dap_an	Nội dung cơ bản của cách mạng công nghiệp lần thứ nhất đó là
174	mln	202	all	202	A	khop_dap_an	Một trong những đặc điểm chủ yếu của bất kỳ xã hội nào lấy thị trường làm phương tiện có tính cơ sở để phân phối các ngu
175	mln	203	all	203	A	khop_dap_an	Một trong những đặc điểm chủ yếu của bất kỳ xã hội nào lấy thị trường làm phương tiện có tính cơ sở để phân phối các ngu
176	mln	204	all	204	A	domain_shell|vai_tro_stub|khop_dap_an	Loại tiền nào được hiểu là phương tiện thanh toán mà giá trị hay sức mua của nó với tư cách là tiền vượt xa chi phí sản 
177	mln	205	all	205	A	khop_dap_an	Phương pháp sản xuất giá trị thặng dư tuyệt đối và phương pháp sản xuất giá trị thặng dư tương đối có điểm nào giống nha
178	mln	206	all	206	D	khop_dap_an	Những ngành nào sẽ được nhà nước tư sản đầu tư thay cho giai cấp tư sản tư nhân?
179	mln	207	all	207	B	domain_shell|vai_tro_stub|khop_dap_an	Khối lượng giá trị thặng dư được tính bằng công thức nào?
180	mln	208	all	208	A	khop_dap_an	Sản xuất hàng hóa là
181	mln	209	all	209	A	khop_dap_an	Tư duy của Đảng về kinh tế thị trường là
182	mln	210	all	210	B	khop_dap_an	Tích lũy tư bản là:
183	mln	211	all	211	C	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub	Quan điểm "đổi mới phải luôn luôn quán triệt quan điểm "dân là gốc" vì lợi ích của nhân dân, dựa vào nhân dân, phát huy 
184	mln	212	all	212	A	khop_dap_an	Thị trường giải quyết ba vấn đề kinh tế nào?
185	mln	213	all	213	B	khop_dap_an	Xuất khẩu tư bản là gì?
186	mln	214	all	214	A	domain_shell|khop_dap_an	Chỉ có sản phẩm của những lao động tư nhân độc lập và không phụ thuộc vào nhau mới đối diện với nhau như
187	mln	215	all	215	C	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Căn cứ vào đâu để chia ra thành tái sản xuất giản đơn và tái sản xuất mở rộng?
188	mln	216	all	216	A	domain_shell|vai_tro_stub	Điền vào chỗ trống. C. Mác và Ph. Ăngghen đã nhận xét rằng:"Giai cấp tư sản, trong quá trình thống trị giai cấp chưa đầy
189	mln	217	all	217	B	khop_dap_an	Trong kinh tế hàng hóa, cạnh tranh có tác dụng.
190	mln	218	all	218	C	khop_dap_an	Lượng lợi nhuận có thể là
191	mln	219	all	219	A	khop_dap_an	Tăng năng suất lao động và tăng cường độ lao động giống nhau ở:
192	mln	220	all	220	ABC	khop_dap_an	Những hạn chế của chủ nghĩa tư bản bao gồm: (chọn nhiều phương án).
193	mln	221	all	221	A	khop_dap_an	Chọn các ý không đúng về sản phẩm và hàng hoá.
194	mln	222	all	222	A	khop_dap_an	Chi phí thực tế của xã hội để sản xuất hàng hoá là
195	mln	223	all	223	A	khop_dap_an	Quy luật chung của tích luỹ tư bản là gì? Ý nào sau đây không đúng.
196	mln	224	all	224	B	khop_dap_an	Tích lũy tư bản là gì?
197	mln	226	all	226	A	khop_dap_an	Giá trị cá biệt của hàng hoá do
198	mln	227	all	227	C	khop_dap_an	Lưu thông hàng hoá dựa trên nguyên tắc ngang giá. Điều này được hiểu như thế nào là đúng?
199	mln	228	all	228	A	khop_dap_an	Những thành tựu và hạn chế của chủ nghĩa tư bản bắt nguồn từ
200	mln	229	all	229	A	domain_shell|khop_dap_an	Nền kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam có tính chất
201	mln	230	all	230	ABD	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Khi phân chia thể chế theo các yếu tố cấu thành lĩnh vực cốt lõi của xã hội, thể chế được phần chia (nhiều phương án)
202	mln	231	all	231	C	domain_shell|vai_tro_stub|khop_dap_an	Chi phí sản xuất tư bản chủ nghĩa
203	mln	232	all	232	A	khop_dap_an	Nhân tố nào là cơ bản thúc đẩy chủ nghĩa tư bản ra đời nhanh chóng?
204	mln	233	all	233	B	domain_shell|vai_tro_stub|khop_dap_an	Độc quyền nhà nước trong chủ nghĩa tư bản hình thành dựa trên
205	mln	235	all	235	A	domain_shell|vai_tro_stub|khop_dap_an	Nếu nhà tư bản trả đúng giá trị sức lao động của người công nhân, thì nhà tư bản có thu được giá trị thặng dư hay không?
206	mln	237	all	237	D	domain_shell|vai_tro_stub	Trong các nhà kinh điển của chủ nghĩa Mác - Lênin, ai là người khái quát về nguyên nhân ra đời của chủ nghĩa tư bản độc 
